5.6056867e+01,5.6472585e+01,5.6486807e+01,5.6475888e+01,5.6471100e+01,5.6471093e+01,5.6471201e+01,5.6479145e+01,5.6465681e+01,5.6471820e+01,5.6463649e+01,5.6474641e+01,5.6471218e+01,5.6488248e+01,5.6471267e+01,5.6471101e+01,5.6471587e+01,5.6471893e+01,5.6471950e+01,5.6476669e+01,5.6475826e+01,5.6476038e+01,5.6480971e+01,5.6478245e+01,5.6510458e+01,5.6416744e+01,5.6505291e+01,5.6466881e+01,5.6458324e+01,5.6486580e+01,5.6457385e+01,5.6468372e+01,5.6462030e+01,5.6477733e+01,5.6463119e+01,5.6469034e+01,5.6465519e+01,5.6478370e+01,5.6465521e+01,
1.1260349e+02,1.1301826e+02,1.1309179e+02,1.1302807e+02,1.1302311e+02,1.1302309e+02,1.1302318e+02,1.1303152e+02,1.1301975e+02,1.1302589e+02,1.1301617e+02,1.1302666e+02,1.1302317e+02,1.1303847e+02,1.1302323e+02,1.1302297e+02,1.1302346e+02,1.1302240e+02,1.1302382e+02,1.1302029e+02,1.1300323e+02,1.1304123e+02,1.1303074e+02,1.1301306e+02,1.1300519e+02,1.1304352e+02,1.1294961e+02,1.1302586e+02,1.1303250e+02,1.1301225e+02,1.1304069e+02,1.1302463e+02,1.1303055e+02,1.1301804e+02,1.1303468e+02,1.1302441e+02,1.1302538e+02,1.1301549e+02,1.1302736e+02,
6.5482241e+01,6.5918801e+01,6.5943615e+01,6.5924453e+01,6.5918957e+01,6.5918954e+01,6.5919065e+01,6.5927999e+01,6.5913883e+01,6.5923274e+01,6.5910744e+01,6.5923065e+01,6.5919070e+01,6.5937425e+01,6.5919147e+01,6.5918920e+01,6.5919437e+01,6.5920457e+01,6.5919903e+01,6.5922757e+01,6.5927641e+01,6.5907652e+01,6.5904147e+01,6.5917978e+01,6.5917104e+01,6.5860218e+01,6.5977893e+01,6.5917181e+01,6.5915808e+01,6.5940227e+01,6.5906515e+01,6.5917683e+01,6.5916960e+01,6.5927509e+01,6.5910713e+01,6.5918139e+01,6.5917026e+01,6.5932101e+01,6.5914518e+01,
1.0040007e+02,1.0084373e+02,1.0090459e+02,1.0085199e+02,1.0084641e+02,1.0084640e+02,1.0084650e+02,1.0085564e+02,1.0084295e+02,1.0085268e+02,1.0083858e+02,1.0085044e+02,1.0084647e+02,1.0086315e+02,1.0084655e+02,1.0084626e+02,1.0084677e+02,1.0084572e+02,1.0084719e+02,1.0084237e+02,1.0083806e+02,1.0085687e+02,1.0085205e+02,1.0083291e+02,1.0083748e+02,1.0087991e+02,1.0079755e+02,1.0085038e+02,1.0085098e+02,1.0083432e+02,1.0085873e+02,1.0084861e+02,1.0084942e+02,1.0084051e+02,1.0085396e+02,1.0084835e+02,1.0084812e+02,1.0083980e+02,1.0085045e+02,
6.4691846e+01,6.5128770e+01,6.5152841e+01,6.5134232e+01,6.5128788e+01,6.5128785e+01,6.5128897e+01,6.5137734e+01,6.5123620e+01,6.5132941e+01,6.5120477e+01,6.5132834e+01,6.5128901e+01,6.5147261e+01,6.5128978e+01,6.5128756e+01,6.5129269e+01,6.5130315e+01,6.5129734e+01,6.5131006e+01,6.5138084e+01,6.5117653e+01,6.5114780e+01,6.5127113e+01,6.5126491e+01,6.5068599e+01,6.5189977e+01,6.5127578e+01,6.5125100e+01,6.5150346e+01,6.5114981e+01,6.5127805e+01,6.5126473e+01,6.5137515e+01,6.5119480e+01,6.5128037e+01,6.5126389e+01,6.5142068e+01,6.5123750e+01,
1.0603293e+02,1.0647197e+02,1.0654337e+02,1.0648581e+02,1.0648009e+02,1.0648008e+02,1.0648018e+02,1.0649023e+02,1.0647672e+02,1.0648689e+02,1.0647226e+02,1.0648418e+02,1.0648015e+02,1.0649698e+02,1.0648023e+02,1.0647985e+02,1.0648044e+02,1.0647940e+02,1.0648087e+02,1.0648678e+02,1.0647232e+02,1.0648996e+02,1.0648546e+02,1.0647216e+02,1.0646820e+02,1.0651217e+02,1.0642549e+02,1.0647810e+02,1.0648295e+02,1.0646823e+02,1.0649266e+02,1.0647892e+02,1.0648302e+02,1.0647409e+02,1.0648752e+02,1.0648078e+02,1.0648000e+02,1.0647387e+02,1.0648327e+02,
3.9991408e+02,4.0072161e+02,4.0103382e+02,4.0077496e+02,4.0073148e+02,4.0073005e+02,4.0073224e+02,4.0080388e+02,4.0070267e+02,4.0067582e+02,4.0066861e+02,4.0076321e+02,4.0073167e+02,4.0058618e+02,4.0073219e+02,4.0073061e+02,4.0073345e+02,4.0072475e+02,4.0073608e+02,4.0074150e+02,4.0074226e+02,4.0075868e+02,4.0073875e+02,4.0069302e+02,4.0075316e+02,4.0093623e+02,4.0072212e+02,4.0073465e+02,4.0072944e+02,4.0073779e+02,4.0074349e+02,4.0072980e+02,4.0072353e+02,4.0069673e+02,4.0073061e+02,4.0073549e+02,4.0073562e+02,4.0077140e+02,4.0074329e+02,
4.6349607e+03,4.6347165e+03,4.6395634e+03,4.6348804e+03,4.6349032e+03,4.6349033e+03,4.6349031e+03,4.6348617e+03,4.6350815e+03,4.6349012e+03,4.6350944e+03,4.6348836e+03,4.6349031e+03,4.6346726e+03,4.6349030e+03,4.6349041e+03,4.6349025e+03,4.6349183e+03,4.6349015e+03,4.6348476e+03,4.6349305e+03,4.6346526e+03,4.6345904e+03,4.6350167e+03,4.6349679e+03,4.6347959e+03,4.6355776e+03,4.6349427e+03,4.6348820e+03,4.6350818e+03,4.6348027e+03,4.6349270e+03,4.6348889e+03,4.6349863e+03,4.6348501e+03,4.6349201e+03,4.6348956e+03,4.6350077e+03,4.6348335e+03,
2.2844817e+02,2.2926344e+02,2.2934286e+02,2.2921865e+02,2.2926694e+02,2.2926691e+02,2.2926715e+02,2.2918118e+02,2.2925840e+02,2.2928097e+02,2.2924906e+02,2.2922765e+02,2.2926696e+02,2.2930277e+02,2.2926708e+02,2.2926669e+02,2.2926740e+02,2.2926849e+02,2.2926802e+02,2.2925088e+02,2.2926548e+02,2.2926182e+02,2.2925872e+02,2.2932173e+02,2.2926518e+02,2.2921922e+02,2.2927332e+02,2.2926358e+02,2.2926975e+02,2.2929320e+02,2.2927083e+02,2.2926602e+02,2.2926625e+02,2.2927280e+02,2.2926621e+02,2.2926395e+02,2.2926936e+02,2.2928764e+02,2.2927100e+02,
5.3908231e+02,5.4025882e+02,5.4081126e+02,5.4033669e+02,5.4038764e+02,5.4038760e+02,5.4038786e+02,5.4030523e+02,5.4038326e+02,5.4040469e+02,5.4036962e+02,5.4034883e+02,5.4038775e+02,5.4044050e+02,5.4038800e+02,5.4038792e+02,5.4038839e+02,5.4038456e+02,5.4038957e+02,5.4051729e+02,5.4032136e+02,5.4045653e+02,5.4048462e+02,5.4122862e+02,5.4035680e+02,5.4049579e+02,5.3988841e+02,5.4012810e+02,5.4040047e+02,5.4034915e+02,5.4050609e+02,5.4023194e+02,5.4040325e+02,5.4036603e+02,5.4048324e+02,5.4030799e+02,5.4038122e+02,5.4036624e+02,5.4043243e+02,
5.0296810e+01,5.0471581e+01,5.0487393e+01,5.0456611e+01,5.0472158e+01,5.0472149e+01,5.0472205e+01,5.0454419e+01,5.0470098e+01,5.0475327e+01,5.0468022e+01,5.0464058e+01,5.0472165e+01,5.0480521e+01,5.0472192e+01,5.0472100e+01,5.0472275e+01,5.0472630e+01,5.0472417e+01,5.0469082e+01,5.0472206e+01,5.0469872e+01,5.0468665e+01,5.0469663e+01,5.0472203e+01,5.0456486e+01,5.0481009e+01,5.0475483e+01,5.0472851e+01,5.0479746e+01,5.0471888e+01,5.0474060e+01,5.0472760e+01,5.0474252e+01,5.0471909e+01,5.0473438e+01,5.0473567e+01,5.0477760e+01,5.0471840e+01,
1.1992577e+02,1.2022547e+02,1.2034814e+02,1.2024439e+02,1.2026183e+02,1.2026182e+02,1.2026184e+02,1.2024899e+02,1.2026152e+02,1.2026318e+02,1.2026197e+02,1.2025299e+02,1.2026188e+02,1.2027225e+02,1.2026189e+02,1.2026180e+02,1.2026199e+02,1.2026106e+02,1.2026211e+02,1.2039794e+02,1.2017911e+02,1.2029237e+02,1.2019181e+02,1.2050103e+02,1.2020161e+02,1.2023949e+02,1.2017807e+02,1.2019017e+02,1.2029122e+02,1.2026049e+02,1.2029268e+02,1.2021016e+02,1.2028688e+02,1.2025930e+02,1.2027853e+02,1.2024661e+02,1.2026999e+02,1.2026108e+02,1.2025379e+02,
7.6129040e+00,7.6183963e+00,7.6189776e+00,7.6185196e+00,7.6184208e+00,7.6184200e+00,7.6184219e+00,7.6185842e+00,7.6183533e+00,7.6184913e+00,7.6183023e+00,7.6184934e+00,7.6184210e+00,7.6185954e+00,7.6184215e+00,7.6184190e+00,7.6184245e+00,7.6184283e+00,7.6184277e+00,7.6184415e+00,7.6184325e+00,7.6186185e+00,7.6181382e+00,7.6183283e+00,7.6184367e+00,7.6173970e+00,7.6166665e+00,7.6184322e+00,7.6184322e+00,7.6192400e+00,7.6200406e+00,7.6184186e+00,7.6184115e+00,7.6194508e+00,7.6202605e+00,7.6184323e+00,7.6184374e+00,7.6181983e+00,7.6181817e+00,
7.9760988e+00,7.9813959e+00,7.9819454e+00,7.9815080e+00,7.9814191e+00,7.9814184e+00,7.9814202e+00,7.9815660e+00,7.9813552e+00,7.9814887e+00,7.9813050e+00,7.9814844e+00,7.9814193e+00,7.9815918e+00,7.9814199e+00,7.9814175e+00,7.9814227e+00,7.9814266e+00,7.9814259e+00,7.9817130e+00,7.9814030e+00,7.9814935e+00,7.9810143e+00,7.9808102e+00,7.9813401e+00,7.9804843e+00,7.9799544e+00,7.9819225e+00,7.9815198e+00,7.9821615e+00,7.9827767e+00,7.9819570e+00,7.9815210e+00,7.9823397e+00,7.9829444e+00,7.9813826e+00,7.9814143e+00,7.9812307e+00,7.9812341e+00,
1.0399256e+01,1.0402017e+01,1.0402298e+01,1.0402073e+01,1.0402029e+01,1.0402029e+01,1.0402029e+01,1.0402102e+01,1.0402019e+01,1.0402078e+01,1.0401965e+01,1.0402062e+01,1.0402028e+01,1.0402157e+01,1.0402029e+01,1.0402028e+01,1.0402028e+01,1.0402034e+01,1.0402032e+01,1.0402037e+01,1.0402042e+01,1.0402015e+01,1.0402002e+01,1.0401983e+01,1.0397680e+01,1.0401849e+01,1.0402052e+01,1.0402035e+01,1.0406438e+01,1.0402126e+01,1.0402043e+01,1.0402028e+01,1.0406683e+01,1.0402051e+01,1.0402027e+01,1.0402035e+01,1.0401781e+01,1.0402104e+01,1.0402043e+01,
9.1738219e+00,9.1796808e+00,9.1802662e+00,9.1797931e+00,9.1797041e+00,9.1797038e+00,9.1797057e+00,9.1798513e+00,9.1796435e+00,9.1797868e+00,9.1795953e+00,9.1797695e+00,9.1797042e+00,9.1799023e+00,9.1797051e+00,9.1797025e+00,9.1797073e+00,9.1797115e+00,9.1797118e+00,9.1797214e+00,9.1797099e+00,9.1796603e+00,9.1796538e+00,9.1796344e+00,9.1797044e+00,9.1762443e+00,9.1797722e+00,9.1797164e+00,9.1797209e+00,9.1828665e+00,9.1797287e+00,9.1797030e+00,9.1796992e+00,9.1835522e+00,9.1796977e+00,9.1797157e+00,9.1797226e+00,9.1790417e+00,9.1797317e+00,
